Downloading 's3://us-west-2.elasticmapreduce/libs/hive/hive-script' to '/mnt/var/lib/hadoop/steps/s-1XHDQM3EGJJXO/.'
2014-12-08 00:28:34 GMT - ERROR missing required argument base-path
2014-12-08 00:28:39 GMT - INFO Running: hive '-f' 's3://mpprojectbucket/hive/hivescript/hive_query.hql' '-d' 'OUTPUT=s3://mpprojectbucket/hive/hiveoutput' '--hiveconf' 'reviewfile=s3://mpprojectbucket/hive/hivefullinput/' '--hiveconf' 'moviefile=s3://mpprojectbucket/hive/hivemoviefile'
1924	6669	3.284691629955947	The Navigator	3
1924	16648	2.669724770642202	Aelita	4
1925	1767	3.9166666666666665	The Gold Rush: Bonus Material	1
1925	5963	3.8452667814113597	The Gold Rush	2
1925	4249	3.8123569794050343	Battleship Potemkin	3
1925	7660	3.574367088607595	Seven Chances (Silent)	4
1925	12311	3.4804748516088724	The Phantom of the Opera	5
1926	12109	3.8200836820083683	Faust	1
1926	12871	3.6617895329206527	Our Hospitality / Sherlock Jr.	2
1926	11465	3.528832630098453	Alfred Hitchcock: Sabotage and The Lodger	3
1926	16021	3.5246913580246915	The Adventures of Prince Achmed	4
1926	6086	3.446254071661238	Battling Butler	5
1927	17335	3.868791627021884	Metropolis	1
1927	5231	3.8547136784196048	The General (Silent)	2
1927	2369	3.7901785714285716	The Lon Chaney Collection: The Unknown	3
1927	2893	3.7608867775138557	The Little Rascals	4
1927	1232	3.7134146341463414	It	5
1928	15016	3.9318918918918917	The Passion of Joan of Arc	1
1928	10439	3.7707231040564375	The Circus	2
1928	15193	3.7051915945611866	Steamboat Bill	3
1928	3260	3.4063604240282683	The Man Who Laughs	4
1928	802	3.35	Spies	5
1929	8790	3.90671031096563	Man with the Movie Camera	1
1929	5980	3.888374485596708	Un Chien Andalou	2
1929	7168	3.885803851321093	The Cocoanuts	3
1929	14488	3.6871508379888267	TCM Archives: Buster Keaton Collection	4
1929	3223	3.686380315130585	Nosferatu: Original Version	5
1930	907	4.0161224489795915	Animal Crackers	1
1930	8274	3.887323943661972	Jean Cocteau's Orphic Trilogy	2
1930	4004	3.8333333333333335	The Blue Angel	3
1930	3224	3.6981335634912074	All Quiet on the Western Front	4
1930	14789	3.5401785714285716	The Big Trail	5
1931	471	4.0713333333333335	City Lights	1
1931	12978	4.004163413999479	Monkey Business	2
1931	6085	3.993563274228807	M	3
1931	13742	3.8462073764787754	The Public Enemy	4
1931	12386	3.7962962962962963	The Fanny Trilogy	5
1932	17257	3.9936305732484074	I Am a Fugitive from a Chain Gang	1
1932	15552	3.90973630831643	The Three Stooges: Greatest Hits & Rarities	2
1932	12440	3.892198207696363	Horse Feathers	3
1932	7812	3.827841291190316	Freaks	4
1932	10476	3.7770320656226697	Trouble in Paradise	5
1933	9690	3.8700661926942876	Duck Soup	1
1933	1838	3.7801652892561983	The Testament of Dr. Mabuse	2
1933	13374	3.7318501170960188	Dinner at Eight	3
1933	4947	3.648	The Invisible Man: Special Edition	4
1933	6790	3.5962732919254656	Queen Christina	5
1934	7932	4.047353760445683	The Three Stooges: Goofs on the Loose	1
1934	8382	4.025687246507435	The Thin Man	2
1934	11378	4.011271389359341	It Happened One Night	3
1934	2796	4.006107906345436	Imitation of Life: Double Feature (1934	4
1934	15384	3.9217002237136467	The Chronological Donald: Vol. 1	5
1935	253	4.0679207920792075	A Night at the Opera	1
1935	6292	4.05183199285076	Top Hat	2
1935	395	3.9879253567508233	Captain Blood	3
1935	3419	3.9769713886950453	The Three Stooges: Three Stooges in History	4
1935	7537	3.9355263157894735	The Wolf Man / Frankenstein Meets the Wolf Man: The Legacy Collection	5
1936	10043	4.10299727520436	After the Thin Man	1
1936	1708	3.9470509383378016	Modern Times	2
1936	8473	3.943396226415094	Swing Time	3
1936	2408	3.9259802893688405	My Man Godfrey	4
1936	10797	3.9045194143857413	The Three Stooges: Cops and Robbers	5
1937	14828	4.014898535833548	Grand Illusion	1
1937	12139	3.9964317573595003	A Day at the Races	2
1937	10179	3.925869894099849	Shall We Dance	3
1937	6275	3.8830703012912484	Heidi	4
1937	11020	3.843710292249047	Stage Door	5
1938	3226	4.058312128922816	Bringing Up Baby	1
1938	6511	4.035868005738881	The Three Stooges: Stooged and Confoosed	2
1938	3032	3.939189189189189	The Adventures of Robin Hood: Bonus Material	3
1938	10099	3.937048503611971	Room Service / At the Circus	4
1938	12619	3.923556942277691	The Three Stooges: Healthy	5
1939	3605	4.170963129268064	The Wizard of Oz: Collector's Edition	1
1939	7416	4.131764402818923	Gone with the Wind: Collector's Edition	2
1939	11578	4.126770538243626	Another Thin Man	3
1939	15129	4.014042126379137	Mr. Smith Goes to Washington	4
1939	1547	3.9534655890276755	The Women	5
1940	10620	4.064030367496767	The Philadelphia Story	1
1940	9625	3.9985968765251343	The Grapes of Wrath	2
1940	952	3.9846473029045644	My Favorite Wife	3
1940	10353	3.9827586206896552	The Sea Hawk	4
1940	14473	3.9751507399963457	Gaslight	5
1941	2299	4.127639155470249	Shadow of the Thin Man	1
1941	3315	4.032860707113734	The Maltese Falcon	2
1941	8832	4.021228019042067	Citizen Kane	3
1941	15814	3.937117737003058	Suspicion	4
1941	17321	3.8926188206455126	Dumbo	5
1942	4884	4.090377873003506	Bambi: Platinum Edition	1
1942	8572	3.951330108827086	Mrs. Miniver	2
1942	12182	3.9507042253521125	Random Harvest	3
1942	240	3.9484953703703702	Woman of the Year	4
1942	9705	3.905863367401829	The Pride of the Yankees	5
1943	14431	3.933357413761965	Shadow of a Doubt	1
1943	15475	3.888704318936877	The Ox-Bow Incident	2
1943	7741	3.8262476894639557	Sherlock Holmes in Washington	3
1943	2310	3.7852283770651116	The Song of Bernadette	4
1943	13080	3.7573872472783827	Destination Tokyo	5
1944	5497	4.16797583081571	Memphis Belle	1
1944	4454	4.044727965977416	To Have and Have Not	2
1944	15802	4.036669213139802	Laura	3
1944	15807	3.9792091103797733	Arsenic and Old Lace	4
1944	10254	3.9300373134328357	Meet Me in St. Louis	5
1945	839	4.115594329334788	The Thin Man Goes Home	1
1945	17732	3.9186746987951806	Open City	2
1945	11802	3.898134044173648	Mildred Pierce	3
1945	15353	3.855238095238095	Sherlock Holmes: The House of Fear	4
1945	11754	3.8409521803244155	Spellbound	5
1946	13073	4.173413316237751	It's a Wonderful Life	1
1946	7424	4.052213216957606	The Big Sleep	2
1946	3742	4.005680798899719	Notorious	3
1946	14155	3.995875408903428	The Best Years of Our Lives	4
1946	5605	3.9796610169491524	Children of Paradise	5
1947	12200	4.109411764705882	Song of the Thin Man	1
1947	17619	3.9799720540288774	Out of the Past	2
1947	1224	3.925092605295651	The Ghost and Mrs. Muir	3
1947	16911	3.920863309352518	The Bishop's Wife	4
1947	14134	3.8198135401237256	Miracle on 34th Street	5
1948	17412	4.006565030272084	The Treasure of the Sierra Madre	1
1948	15293	3.9765765765765764	The Best of Bud Abbott & Lou Costello: Vol. 3	2
1948	9061	3.9708826205641494	Rope	3
1948	6738	3.9651162790697674	I Remember Mama	4
1948	9954	3.938280235693598	Key Largo	5
1949	6512	3.9818417639429313	Adam's Rib	1
1949	1595	3.9790193442814563	The Third Man	2
1949	13380	3.954954954954955	Stray Dog	3
1949	16500	3.9402985074626864	White Heat	4
1949	12636	3.873900293255132	The Three Stooges: All Time Favorites	5
1950	8038	4.387927768657659	Cinderella: Special Edition	1
1950	11903	4.03781430388416	Sunset Boulevard	2
1950	10276	4.025862068965517	Rashomon	3
1950	10372	4.005146242132543	All About Eve	4
1950	8976	3.9452091767881243	Harvey	5
1951	4179	4.064444444444445	A Christmas Carol	1
1951	12671	3.9552991452991453	Strangers on a Train: Special Edition	2
1951	9034	3.9536423841059603	Early Summer	3
1951	15037	3.9464675170180423	The Day the Earth Stood Still	4
1951	13629	3.9108039696251358	Alice in Wonderland	5
1952	10854	4.1532004197271775	Moulin Rouge	1
1952	2360	4.101009409751924	Singin' in the Rain	2
1952	76	4.090385917400136	I Love Lucy: Season 2	3
1952	12721	4.058379261073688	Ikiru	4
1952	17460	3.9549795361527966	Wages of Fear	5
1953	9826	4.094281298299846	I Love Lucy: Season 3	1
1953	5050	4.091953522781671	Roman Holiday	2
1953	10433	3.9988170055452863	Stalag 17	3
1953	3974	3.9065849923430322	Hondo	4
1953	10661	3.8604769152714358	Tokyo Story	5
1954	6739	4.2410037797069435	Rear Window	1
1954	872	4.199615032659114	Seven Samurai	2
1954	10147	4.182183908045977	Taxi Driver	3
1954	1882	4.1278096077567215	I Love Lucy: Season 4	4
1954	4284	4.097571341833637	Dial M for Murder	5
1955	1017	4.1921280853902605	I Love Lucy: Season 5	1
1955	2371	4.057244125072829	To Catch a Thief	2
1955	11760	4.031013615733737	Pather Panchali	3
1955	4912	4.0026992470521385	Mister Roberts	4
1955	16431	3.9772055719712958	Samurai Trilogy 2: Duel at Ichijoji Temple	5
1956	14776	3.933668101386896	The Ten Commandments	1
1956	4135	3.868681417521137	The King and I	2
1956	5955	3.8673023794670707	The Man Who Knew Too Much	3
1956	5280	3.863118754357425	The Court Jester	4
1956	1848	3.8345574023965985	Samurai Trilogy 3: Duel at Ganryu Island	5
1957	9528	4.165370702668831	12 Angry Men	1
1957	7586	4.117334571148589	The Bridge on the River Kwai	2
1957	2378	4.0830769230769235	Aparajito	3
1957	10560	4.040349417637271	Witness for the Prosecution	4
1957	5577	4.021184139054862	Throne of Blood	5
1958	16223	4.053134409454167	Vertigo	1
1958	10426	4.006162769621171	Auntie Mame	2
1958	7516	3.9476304628434447	Hidden Fortress	3
1958	5341	3.873824451410658	The Inn of the Sixth Happiness	4
1958	16228	3.8633540372670807	Chalti Ka Naam Gaadi	5
1959	14567	4.275080906148867	Ben-Hur: Collector's Edition: Bonus Material	1
1959	241	4.157900839478688	North by Northwest	2
1959	17170	4.142287234042553	The World of Apu	3
1959	2890	4.069360068577391	Sleeping Beauty: Special Edition	4
1959	17526	3.9732772032579846	Some Like It Hot	5
1960	2129	4.163062283737024	The Twilight Zone: Vol. 41	1
1960	1291	4.142009884678748	The Twilight Zone: Vol. 19	2
1960	6283	4.126144879267278	The Twilight Zone: Vol. 18	3
1960	8869	4.070630630630631	The Twilight Zone: Vol. 34	4
1960	1856	4.0665954415954415	The Twilight Zone: Vol. 39	5
1961	577	4.193409742120344	The Twilight Zone: Vol. 36	1
1961	4924	4.183971575207264	The Twilight Zone: Vol. 13	2
1961	11523	4.167002012072435	The Twilight Zone: Vol. 9	3
1961	10311	4.145967166309779	The Twilight Zone: Vol. 10	4
1961	1652	4.144454382826476	The Twilight Zone: Vol. 37	5
1962	1587	4.36986301369863	Harakiri	1
1962	6428	4.292463790566184	To Kill a Mockingbird	2
1962	1513	4.189867841409692	The Twilight Zone: Vol. 42	3
1962	10682	4.180522565320665	The Twilight Zone: Vol. 38	4
1962	10575	4.174582377988863	The Twilight Zone: Vol. 6	5
1963	11573	4.163752420135528	The Great Escape	1
1963	16920	4.1518937914877005	The Twilight Zone: Vol. 11	2
1963	12008	4.110091743119266	The Twilight Zone: Vol. 31	3
1963	1395	4.09673735725938	Charade	4
1963	12242	4.093528018942384	The Twilight Zone: Vol. 14	5
1964	14185	4.147644470095953	Mary Poppins	1
1964	8175	4.133333333333334	The Twilight Zone: Vol. 28	2
1964	11958	4.128684101286841	The Twilight Zone: Vol. 24	3
1964	5515	4.117006591434586	Dr. Strangelove	4
1964	16700	4.097024052181003	More Treasures of the Twilight Zone	5
1965	8508	4.127272727272727	The Battle of Algiers: Bonus Material 2	1
1965	1098	4.123801513877208	The Battle of Algiers	2
1965	6241	4.052631578947368	Operation "Y" and Other Shurik's Adventures	3
1965	12074	4.05174975801944	The Sound of Music	4
1965	7047	4.04020402040204	Red Beard	5
1966	8806	4.034574031997376	The Good	1
1966	17591	4.023909267395525	Dr. Seuss' How the Grinch Stole Christmas	2
1966	14418	4.01360544217687	The Good	3
1966	13977	3.978367446991053	To Sir	4
1966	15858	3.974450740630281	A Man for All Seasons	5
1967	5561	4.137933491686461	Cool Hand Luke	1
1967	14978	3.991784411629307	The Dirty Dozen	2
1967	17144	3.9789473684210526	Le Samourai	3
1967	5854	3.9592993951612905	In the Heat of the Night	4
1967	14702	3.95480184868445	Guess Who's Coming to Dinner	5
1968	2111	4.0267465069860275	The Twilight Zone: Vol. 33	1
1968	7239	3.9929538871056134	The Lion in Winter	2
1968	14815	3.9531379367444943	Hang 'Em High	3
1968	7070	3.9228287841191065	Once Upon a Time in the West	4
1968	3423	3.893808777429467	Where Eagles Dare	5
1969	7396	4.315384615384615	The Twilight Zone: Vol. 43	1
1969	14280	4.121184430955334	Butch Cassidy and the Sundance Kid	2
1969	4575	3.9604851330203443	Scooby-Doo Where Are You?: Seasons 1 & 2	3
1969	16253	3.9132231404958677	Frosty the Snowman / Frosty Returns	4
1969	7237	3.8961105163888465	Monty Python's Flying Circus	5
1970	4129	4.171469740634006	Santa Claus Is Comin' to Town	1
1970	4280	4.115107913669065	Scrooge	2
1970	3924	3.9952830188679247	White Sun of the Desert	3
1970	6117	3.9890259896683706	Patton	4
1970	14525	3.923452638321723	Little Big Man	5
1971	14050	4.074219138036244	Willy Wonka & the Chocolate Factory	1
1971	9433	4.048716464003088	Fiddler on the Roof	2
1971	8744	4.002840303912518	Monty Python's And Now for Something Completely Different	3
1971	14601	3.9675298495890834	Harold and Maude	4
1971	159	3.932926829268293	Gentlemen of Fortune	5
1972	12293	4.504490863092159	The Godfather	1
1972	16542	4.2439024390243905	The Concert for Bangladesh	2
1972	15594	4.120294190974819	MASH: Season 1	3
1972	10369	4.048034934497816	Upstairs	4
1972	9119	4.0246913580246915	The Sorrow and the Pity	5
1973	3798	4.162278651918783	The Sting	1
1973	3023	4.142226581657676	Upstairs	2
1973	14320	4.105082319255548	MASH: Season 2	3
1973	7206	4.0978021978021975	Scenes from a Marriage (TV Version)	4
1973	15408	4.028248587570621	Schoolhouse Rock!: Special 30th Anniversary Edition: Bonus Material	5
1974	3290	4.404083000530623	The Godfather	1
1974	5714	4.289408866995074	Upstairs	2
1974	16107	4.180828275615852	MASH: Season 3	3
1974	15086	4.155925155925156	The World at War	4
1974	9144	4.075008663327348	Gone in 60 Seconds	5
1975	8327	4.276638026098143	One Flew Over the Cuckoo's Nest	1
1975	9979	4.222222222222222	The Hiding Place	2
1975	15183	4.219814241486068	MASH: Season 4	3
1975	10321	4.216450216450217	Upstairs	4
1975	14358	4.173394289494513	Monty Python and the Holy Grail	5
1976	13123	4.2268410679089765	MASH: Season 5	1
1976	5432	4.212494500659921	The Muppet Show: Season 1	2
1976	10640	4.185185185185185	The Duchess of Duke Street: Series 1	3
1976	14883	4.055017605633803	Best of The Muppet Show: Diana Ross / Brooke Shields / Rudolph Nuryev	4
1976	2440	4.0465302847974325	Little House on the Prairie: Season 3	5
1977	16265	4.504097013523666	Star Wars: Episode IV: A New Hope	1
1977	11050	4.260139049826187	MASH: Season 6	2
1977	4509	4.033783783783784	Little House on the Prairie: Season 4	3
1977	7890	4.01875	Best of The Muppet Show: George Burns / Bob Hope / Dom DeLuise	4
1977	11124	4.00744248985115	21 Up	5
1978	1795	4.240995024875622	MASH: Season 7	1
1978	16886	4.121572212065813	Little House on the Prairie: Season 5	2
1978	12605	4.061282702678612	National Lampoon's Animal House	3
1978	14905	4.008181246066709	Soap: Season 2	4
1978	10609	4.0056749087961085	Best of The Muppet Show: Harry Belafonte / Linda Ronstadt / John Denver	5
1979	15836	4.2690677966101696	MASH: Season 8	1
1979	15229	4.141587301587301	All Creatures Great and Small: Series 2	2
1979	4727	4.138324255981327	Apocalypse Now Redux	3
1979	2430	4.110710161662817	Alien: Collector's Edition	4
1979	1222	4.080265848670757	Little House on the Prairie: Season 6	5
1980	5582	4.543700659673408	Star Wars: Episode V: The Empire Strikes Back	1
1980	4207	4.286960132890365	The Blues Brothers: Extended Cut	2
1980	2203	4.157967988865693	All Creatures Great and Small: Series 3	3
1980	7016	4.070866141732283	Raging Bull: Collector's Edition: Bonus Material	4
1980	2393	4.068345323741007	The Blues Brothers: Theatrical Cut	5
1981	10042	4.504035123337732	Raiders of the Lost Ark	1
1981	908	4.191339010690342	Sense and Sensibility	2
1981	10316	4.086627417998318	Little House on the Prairie: Season 8	3
1981	8204	4.064793515171432	Das Boot	4
1981	15429	3.940374924410401	The Fox and the Hound	5
1982	4633	4.146188769414576	Gandhi	1
1982	14437	4.057806912991657	Smiley's People	2
1982	16874	3.9741100323624594	Star Trek II: The Wrath of Khan: Bonus Material	3
1982	14869	3.971446829070619	Blade Runner	4
1982	8591	3.9570716749712536	Fanny and Alexander (Theatrical Version)	5
1983	9628	4.460729802129528	Star Wars: Episode VI: Return of the Jedi	1
1983	6176	4.147272727272727	Fraggle Rock: Season 1	2
1983	7753	4.1436950146627565	All Creatures Great and Small: The Specials	3
1983	825	4.1091621253406	Bill Cosby: Himself	4
1983	17187	4.101459921035717	A Christmas Story	5
1984	1618	4.18954150434522	Nausicaa of the Valley of the Wind	1
1984	11781	4.145942705765196	Indiana Jones and the Temple of Doom	2
1984	8860	4.078547854785478	The Adventures of Sherlock Holmes	3
1984	6939	4.071748878923767	Living Planet	4
1984	15758	4.067877629063098	Amadeus	5
1985	7751	4.402805362462761	Anne of Green Gables	1
1985	10357	4.137418755803157	Thundercats: Season 1: Vol. 1	2
1985	10820	4.1178636290631445	Back to the Future	3
1985	6797	4.0533140606670015	The Breakfast Club	4
1985	11758	4.053144375553587	Miss Marple Mysteries: A Murder is Announced	5
1986	8688	4.221179624664879	Manon of the Spring (Jean de Florette	1
1986	7233	4.173013703690024	Stand by Me	2
1986	1625	4.140838273817731	Aliens: Collector's Edition	3
1986	14859	4.119812059514487	The Return of Sherlock Holmes	4
1986	10970	4.076449461262186	Castle in the Sky	5
1987	15104	4.462196861626248	Anne of Green Gables: The Sequel	1
1987	7193	4.299457643172055	The Princess Bride	2
1987	17339	4.1102326695697515	Full Metal Jacket	3
1987	6883	4.104103343465046	Cheers: Season 6	4
1987	7219	4.034956881379796	The Untouchables	5
1988	3593	4.238021935732153	My Neighbor Totoro	1
1988	14709	4.2301684159140835	Star Trek: The Next Generation: Season 2	2
1988	13669	4.223595505617977	Red Dwarf: Series 4	3
1988	7683	4.209467886094367	Cinema Paradiso: Director's Cut	4
1988	1277	4.175502742230347	Red Dwarf: Series 3	5
1989	16006	4.385729613733906	Seinfeld: Seasons 1 & 2	1
1989	16954	4.333190133037694	Indiana Jones and the Last Crusade	2
1989	1020	4.285617955880936	The Simpsons: Season 1	3
1989	634	4.150783289817232	Christmas with The Simpsons	4
1989	1692	4.136212278876171	Lonesome Dove	5
1990	8535	4.43796052277739	The Simpsons: Season 2	1
1990	3046	4.386773547094188	The Simpsons: Treehouse of Horror	2
1990	5258	4.364961030159268	Ken Burns' Civil War	3
1990	5326	4.2897727272727275	Star Trek: The Next Generation: Season 4	4
1990	5732	4.284156269356694	GoodFellas: Special Edition	5
1991	17219	4.501836249729963	Seinfeld: Season 3	1
1991	2172	4.404791537025513	The Simpsons: Season 3	2
1991	2862	4.311687401709668	The Silence of the Lambs	3
1991	2040	4.247493873914012	Star Trek: The Next Generation: Season 5	4
1991	11216	4.2465753424657535	Gundam 0083: Stardust Memory	5
1992	16587	4.523488839406941	The Simpsons: Season 4	1
1992	10643	4.449272039435974	Seinfeld: Season 4	2
1992	724	4.40801308258381	Yu Yu Hakusho	3
1992	3965	4.305074971164936	Red Dwarf: Series 5	4
1992	3523	4.295875606528452	Star Trek: The Next Generation: Season 6	5
1993	5103	4.542563034929447	The Simpsons: Season 5	1
1993	12870	4.458004172392996	Schindler's List	2
1993	10825	4.285965942454492	Red Dwarf: Series 6	3
1993	7393	4.255593477436481	Prime Suspect 3	4
1993	752	4.254008536163341	Star Trek: The Next Generation: Season 7	5
1994	14550	4.593383932407275	The Shawshank Redemption: Special Edition	1
1994	2102	4.581295988606693	The Simpsons: Season 6	2
1994	1256	4.348704435660958	The Best of Friends: Vol. 4	3
1994	11641	4.317082683307333	My So-Called Life	4
1994	14283	4.30725503420368	The Best of Friends: Vol. 3	5
1995	10464	4.595505617977528	Tenchi Muyo! Ryo Ohki	1
1995	6974	4.371846819822231	The Usual Suspects	2
1995	13673	4.352103067867306	Toy Story	3
1995	2803	4.338747799849132	Pride and Prejudice	4
1995	2782	4.294422607502894	Braveheart	5
1996	12681	4.354166666666667	Kodocha	1
1996	11068	4.262399321746503	Prime Suspect 5	2
1996	2861	4.239737274220033	Babylon 5: Season 4	3
1996	11148	4.2	The Land Before Time IV: Journey Through the Mists	4
1996	12026	4.1951133144475925	ER: Season 3	5
1997	5092	4.3792744315223056	Buffy the Vampire Slayer: Season 2	1
1997	17687	4.269122193843258	Oz: Season 3	2
1997	7735	4.26347082868822	Rurouni Kenshin	3
1997	7158	4.2625573269272765	The Best of Friends: Season 4	4
1997	10418	4.2524663398895575	South Park: Season 1	5
1998	17682	4.3007028537556105	Buffy the Vampire Slayer: Season 3	1
1998	17157	4.295086716218791	Saving Private Ryan	2
1998	1441	4.27979274611399	Stargate SG-1: Season 2	3
1998	7252	4.267206477732794	As Time Goes By: Series 7	4
1998	8438	4.232532905599849	Friends: Season 5	5
1999	16302	4.484303775694504	Family Guy: Vol. 1: Seasons 1-2	1
1999	13556	4.449000689179876	The West Wing: Season 2	2
1999	16147	4.425686993526189	The Sopranos: Season 1	3
1999	15557	4.3380342807550445	Futurama: Vol. 3	4
1999	12937	4.335956529885704	Buffy the Vampire Slayer: Season 4	5
2000	4238	4.554434413170473	Inu-Yasha	1
2000	7664	4.512657568496718	Gladiator: Extended Edition	2
2000	14302	4.459673246100392	The Sopranos: Season 2	3
2000	8226	4.405324587633838	Buffy the Vampire Slayer: Season 5	4
2000	1072	4.3984575835475574	As Time Goes By: Series 8	5
2001	7230	4.716610825093296	The Lord of the Rings: The Fellowship of the Ring: Extended Edition	1
2001	5018	4.538913362701909	Fruits Basket	2
2001	12834	4.527519289221416	Family Guy: Vol. 2: Season 3	3
2001	15296	4.513328357413233	Band of Brothers	4
2001	4427	4.473692145333937	The West Wing: Season 3	5
2002	7057	4.702611063648014	Lord of the Rings: The Two Towers: Extended Edition	1
2002	17085	4.48234947616443	24: Season 2	2
2002	8468	4.472177076077703	CSI: Season 3	3
2002	8116	4.467343562831555	The Sopranos: Season 4	4
2002	1418	4.464824120603015	Inu-Yasha: The Movie 3: Swords of an Honorable Ruler	5
2003	14961	4.723269925683507	Lord of the Rings: The Return of the King: Extended Edition	1
2003	8964	4.6	Trailer Park Boys: Season 4	2
2003	14791	4.6	Trailer Park Boys: Season 3	2
2003	13	4.552	Lord of the Rings: The Return of the King: Extended Edition: Bonus Material	4
2003	14240	4.5451207887760265	Lord of the Rings: The Return of the King	5
2004	3456	4.6709891019450955	Lost: Season 1	1
2004	9864	4.638809387521466	Battlestar Galactica: Season 1	2
2004	15538	4.605021432945499	Fullmetal Alchemist	3
2004	12398	4.592084006462035	Veronica Mars: Season 1	4
2004	7833	4.582389367165081	Arrested Development: Season 2	5
2005	3033	4.586363636363636	Ghost in the Shell: Stand Alone Complex: 2nd Gig	1
2005	16875	4.521739130434782	Ah! My Goddess	2
2005	7749	4.36312692630989	Curb Your Enthusiasm: Season 4	3
2005	11607	4.30578807731875	Hotel Rwanda	4
2005	8355	4.282574568288854	UFC 52: Ultimate Fighting Championship: Randy Couture vs. Chuck Liddell	5
